Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
"Wed, Mar 23, 2022",8:00p,Phoenix Suns,125,Minnesota Timberwolves,116,Box Score,,"17,136",Target Center,
"Wed, Mar 23, 2022",8:00p,Orlando Magic,102,Oklahoma City Thunder,118,Box Score,,"14,393",Paycom Center,
"Wed, Mar 23, 2022",8:30p,Houston Rockets,91,Dallas Mavericks,110,Box Score,,"20,026",American Airlines Center,
"Wed, Mar 23, 2022",10:00p,Philadelphia 76ers,126,Los Angeles Lakers,121,Box Score,,"18,997",Crypto.com Arena,
"Wed, Mar 23, 2022",10:00p,San Antonio Spurs,133,Portland Trail Blazers,96,Box Score,,"16,610",Moda Center,
"Thu, Mar 24, 2022",7:30p,Cleveland Cavaliers,104,Toronto Raptors,117,Box Score,,"19,800",Scotiabank Arena,
"Thu, Mar 24, 2022",8:00p,Indiana Pacers,103,Memphis Grizzlies,133,Box Score,,"16,205",FedEx Forum,
"Thu, Mar 24, 2022",8:00p,Washington Wizards,102,Milwaukee Bucks,114,Box Score,,"18,018",Fiserv Forum,
"Thu, Mar 24, 2022",8:00p,Chicago Bulls,109,New Orleans Pelicans,126,Box Score,,"13,973",Smoothie King Center,
"Thu, Mar 24, 2022",9:00p,Phoenix Suns,140,Denver Nuggets,130,Box Score,,"19,520",Ball Arena,
"Fri, Mar 25, 2022",7:00p,Utah Jazz,101,Charlotte Hornets,107,Box Score,,"19,162",Spectrum Center,
"Fri, Mar 25, 2022",7:00p,Washington Wizards,100,Detroit Pistons,97,Box Score,,"18,943",Little Caesars Arena,
"Fri, Mar 25, 2022",7:30p,Golden State Warriors,110,Atlanta Hawks,121,Box Score,,"17,724",State Farm Arena,
"Fri, Mar 25, 2022",8:00p,New York Knicks,111,Miami Heat,103,Box Score,,"19,600",FTX Arena,
"Fri, Mar 25, 2022",8:00p,Dallas Mavericks,95,Minnesota Timberwolves,116,Box Score,,"17,136",Target Center,
"Fri, Mar 25, 2022",10:00p,Houston Rockets,125,Portland Trail Blazers,106,Box Score,,"16,947",Moda Center,
"Fri, Mar 25, 2022",10:30p,Philadelphia 76ers,122,Los Angeles Clippers,97,Box Score,,"19,068",Crypto.com Arena,
"Sat, Mar 26, 2022",5:00p,San Antonio Spurs,107,New Orleans Pelicans,103,Box Score,,"13,097",Smoothie King Center,
"Sat, Mar 26, 2022",7:00p,Sacramento Kings,114,Orlando Magic,110,Box Score,OT,"16,366",Amway Center,
"Sat, Mar 26, 2022",7:30p,Indiana Pacers,91,Toronto Raptors,131,Box Score,,"19,800",Scotiabank Arena,
"Sat, Mar 26, 2022",8:00p,Chicago Bulls,98,Cleveland Cavaliers,94,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
"Sat, Mar 26, 2022",8:00p,Milwaukee Bucks,102,Memphis Grizzlies,127,Box Score,,"17,794",FedEx Forum,
"Sat, Mar 26, 2022",8:00p,Brooklyn Nets,110,Miami Heat,95,Box Score,,"19,600",FTX Arena,
"Sat, Mar 26, 2022",9:00p,Oklahoma City Thunder,107,Denver Nuggets,113,Box Score,,"19,520",Ball Arena,
"Sat, Mar 26, 2022",10:00p,Houston Rockets,115,Portland Trail Blazers,98,Box Score,,"17,821",Moda Center,
"Sun, Mar 27, 2022",3:30p,New York Knicks,104,Detroit Pistons,102,Box Score,,"19,304",Little Caesars Arena,
"Sun, Mar 27, 2022",6:00p,Minnesota Timberwolves,112,Boston Celtics,134,Box Score,,"19,156",TD Garden,
"Sun, Mar 27, 2022",6:00p,Philadelphia 76ers,104,Phoenix Suns,114,Box Score,,"17,071",Phoenix Suns Arena,
"Sun, Mar 27, 2022",6:00p,Golden State Warriors,115,Washington Wizards,123,Box Score,,"20,476",Capital One Arena,
"Sun, Mar 27, 2022",7:00p,Los Angeles Lakers,108,New Orleans Pelicans,116,Box Score,,"18,516",Smoothie King Center,
"Sun, Mar 27, 2022",7:30p,Charlotte Hornets,119,Brooklyn Nets,110,Box Score,,"18,166",Barclays Center,
"Sun, Mar 27, 2022",7:30p,Utah Jazz,100,Dallas Mavericks,114,Box Score,,"20,177",American Airlines Center,
"Mon, Mar 28, 2022",7:00p,Denver Nuggets,113,Charlotte Hornets,109,Box Score,,"17,614",Spectrum Center,
"Mon, Mar 28, 2022",7:00p,Orlando Magic,101,Cleveland Cavaliers,107,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
"Mon, Mar 28, 2022",7:00p,Atlanta Hawks,132,Indiana Pacers,123,Box Score,,"14,212",Gainbridge Fieldhouse,
"Mon, Mar 28, 2022",7:30p,Sacramento Kings,100,Miami Heat,123,Box Score,,"19,600",FTX Arena,
"Mon, Mar 28, 2022",7:30p,Chicago Bulls,104,New York Knicks,109,Box Score,,"19,812",Madison Square Garden (IV),
"Mon, Mar 28, 2022",7:30p,Boston Celtics,112,Toronto Raptors,115,Box Score,OT,"19,800",Scotiabank Arena,
"Mon, Mar 28, 2022",8:00p,San Antonio Spurs,123,Houston Rockets,120,Box Score,,"18,055",Toyota Center,
"Mon, Mar 28, 2022",8:00p,Golden State Warriors,95,Memphis Grizzlies,123,Box Score,,"17,011",FedEx Forum,
"Mon, Mar 28, 2022",10:00p,Oklahoma City Thunder,134,Portland Trail Blazers,131,Box Score,OT,"18,188",Moda Center,
"Tue, Mar 29, 2022",7:00p,Milwaukee Bucks,118,Philadelphia 76ers,116,Box Score,,"21,467",Wells Fargo Center,
"Tue, Mar 29, 2022",7:00p,Chicago Bulls,107,Washington Wizards,94,Box Score,,"15,922",Capital One Arena,
"Tue, Mar 29, 2022",7:30p,Detroit Pistons,123,Brooklyn Nets,130,Box Score,,"17,559",Barclays Center,
"Tue, Mar 29, 2022",7:30p,Los Angeles Lakers,110,Dallas Mavericks,128,Box Score,,"20,382",American Airlines Center,
"Tue, Mar 29, 2022",10:00p,Utah Jazz,115,Los Angeles Clippers,121,Box Score,,"19,068",Crypto.com Arena,
"Wed, Mar 30, 2022",7:00p,Dallas Mavericks,120,Cleveland Cavaliers,112,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
"Wed, Mar 30, 2022",7:00p,Denver Nuggets,125,Indiana Pacers,118,Box Score,,"15,036",Gainbridge Fieldhouse,
"Wed, Mar 30, 2022",7:00p,Orlando Magic,110,Washington Wizards,127,Box Score,,"16,455",Capital One Arena,
"Wed, Mar 30, 2022",7:30p,Miami Heat,106,Boston Celtics,98,Box Score,,"19,156",TD Garden,
"Wed, Mar 30, 2022",7:30p,Charlotte Hornets,125,New York Knicks,114,Box Score,,"19,812",Madison Square Garden (IV),
"Wed, Mar 30, 2022",7:30p,Minnesota Timberwolves,102,Toronto Raptors,125,Box Score,,"19,800",Scotiabank Arena,
"Wed, Mar 30, 2022",8:00p,Sacramento Kings,121,Houston Rockets,118,Box Score,,"13,365",Toyota Center,
"Wed, Mar 30, 2022",8:00p,Atlanta Hawks,136,Oklahoma City Thunder,118,Box Score,,"15,595",Paycom Center,
"Wed, Mar 30, 2022",8:30p,Memphis Grizzlies,112,San Antonio Spurs,111,Box Score,,"15,821",AT&T Center,
"Wed, Mar 30, 2022",10:00p,Phoenix Suns,107,Golden State Warriors,103,Box Score,,"18,064",Chase Center,
"Wed, Mar 30, 2022",10:00p,New Orleans Pelicans,117,Portland Trail Blazers,107,Box Score,,"18,551",Moda Center,
"Thu, Mar 31, 2022",7:00p,Philadelphia 76ers,94,Detroit Pistons,102,Box Score,,"20,023",Little Caesars Arena,
"Thu, Mar 31, 2022",7:30p,Cleveland Cavaliers,107,Atlanta Hawks,131,Box Score,,"17,491",State Farm Arena,
"Thu, Mar 31, 2022",7:30p,Milwaukee Bucks,120,Brooklyn Nets,119,Box Score,OT,"17,917",Barclays Center,
"Thu, Mar 31, 2022",8:00p,Los Angeles Clippers,130,Chicago Bulls,135,Box Score,OT,"21,519",United Center,
"Thu, Mar 31, 2022",10:00p,Los Angeles Lakers,109,Utah Jazz,122,Box Score,,"18,306",Vivint Smart Home Arena,
"Fri, Apr 1, 2022",7:00p,Toronto Raptors,102,Orlando Magic,89,Box Score,,"17,566",Amway Center,
"Fri, Apr 1, 2022",7:00p,Dallas Mavericks,103,Washington Wizards,135,Box Score,,"17,745",Capital One Arena,
"Fri, Apr 1, 2022",7:30p,Indiana Pacers,123,Boston Celtics,128,Box Score,,"19,156",TD Garden,
"Fri, Apr 1, 2022",8:00p,Sacramento Kings,122,Houston Rockets,117,Box Score,,"14,857",Toyota Center,
"Fri, Apr 1, 2022",8:00p,Phoenix Suns,114,Memphis Grizzlies,122,Box Score,,"17,794",FedEx Forum,
"Fri, Apr 1, 2022",8:00p,Los Angeles Clippers,153,Milwaukee Bucks,119,Box Score,,"18,023",Fiserv Forum,
"Fri, Apr 1, 2022",8:00p,Detroit Pistons,110,Oklahoma City Thunder,101,Box Score,,"16,961",Paycom Center,
"Fri, Apr 1, 2022",8:30p,Portland Trail Blazers,111,San Antonio Spurs,130,Box Score,,"17,512",AT&T Center,
"Fri, Apr 1, 2022",9:00p,Minnesota Timberwolves,136,Denver Nuggets,130,Box Score,,"19,612",Ball Arena,
"Fri, Apr 1, 2022",10:30p,New Orleans Pelicans,114,Los Angeles Lakers,111,Box Score,,"18,997",Crypto.com Arena,
"Sat, Apr 2, 2022",12:30p,Charlotte Hornets,114,Philadelphia 76ers,144,Box Score,,"21,509",Wells Fargo Center,
"Sat, Apr 2, 2022",1:00p,Cleveland Cavaliers,119,New York Knicks,101,Box Score,,"19,812",Madison Square Garden (IV),
"Sat, Apr 2, 2022",7:30p,Brooklyn Nets,115,Atlanta Hawks,122,Box Score,,"18,126",State Farm Arena,
"Sat, Apr 2, 2022",8:00p,Miami Heat,127,Chicago Bulls,109,Box Score,,"21,697",United Center,
"Sat, Apr 2, 2022",8:30p,Utah Jazz,107,Golden State Warriors,111,Box Score,,"18,064",Chase Center,
"Sun, Apr 3, 2022",1:00p,Washington Wizards,102,Boston Celtics,144,Box Score,,"19,156",TD Garden,
"Sun, Apr 3, 2022",1:00p,Dallas Mavericks,118,Milwaukee Bucks,112,Box Score,,"17,902",Fiserv Forum,
"Sun, Apr 3, 2022",3:30p,Denver Nuggets,129,Los Angeles Lakers,118,Box Score,,"18,997",Crypto.com Arena,
"Sun, Apr 3, 2022",5:00p,Detroit Pistons,121,Indiana Pacers,117,Box Score,,"17,407",Gainbridge Fieldhouse,
"Sun, Apr 3, 2022",6:00p,Philadelphia 76ers,112,Cleveland Cavaliers,108,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
"Sun, Apr 3, 2022",6:00p,New York Knicks,118,Orlando Magic,88,Box Score,,"15,747",Amway Center,
"Sun, Apr 3, 2022",7:00p,Minnesota Timberwolves,139,Houston Rockets,132,Box Score,,"16,539",Toyota Center,
"Sun, Apr 3, 2022",7:00p,Phoenix Suns,96,Oklahoma City Thunder,117,Box Score,,"17,078",Paycom Center,
"Sun, Apr 3, 2022",7:00p,Portland Trail Blazers,92,San Antonio Spurs,113,Box Score,,"15,816",AT&T Center,
"Sun, Apr 3, 2022",7:00p,Miami Heat,114,Toronto Raptors,109,Box Score,,"19,800",Scotiabank Arena,
"Sun, Apr 3, 2022",9:00p,Golden State Warriors,109,Sacramento Kings,90,Box Score,,"17,583",Golden 1 Center,
"Sun, Apr 3, 2022",9:30p,New Orleans Pelicans,100,Los Angeles Clippers,119,Box Score,,"16,840",Crypto.com Arena,
"Tue, Apr 5, 2022",7:00p,Philadelphia 76ers,131,Indiana Pacers,122,Box Score,,"15,583",Gainbridge Fieldhouse,
"Tue, Apr 5, 2022",7:00p,Cleveland Cavaliers,115,Orlando Magic,120,Box Score,,"16,897",Amway Center,
"Tue, Apr 5, 2022",7:30p,Houston Rockets,105,Brooklyn Nets,118,Box Score,,"17,768",Barclays Center,
"Tue, Apr 5, 2022",7:30p,Charlotte Hornets,115,Miami Heat,144,Box Score,,"19,600",FTX Arena,
"Tue, Apr 5, 2022",7:30p,Atlanta Hawks,108,Toronto Raptors,118,Box Score,,"19,800",Scotiabank Arena,
"Tue, Apr 5, 2022",8:00p,Milwaukee Bucks,127,Chicago Bulls,106,Box Score,,"20,799",United Center,
"Tue, Apr 5, 2022",8:00p,Washington Wizards,132,Minnesota Timberwolves,114,Box Score,,"17,136",Target Center,
"Tue, Apr 5, 2022",8:00p,Portland Trail Blazers,94,Oklahoma City Thunder,98,Box Score,,"14,674",Paycom Center,
"Tue, Apr 5, 2022",9:00p,San Antonio Spurs,116,Denver Nuggets,97,Box Score,,"17,037",Ball Arena,
"Tue, Apr 5, 2022",9:00p,Memphis Grizzlies,115,Utah Jazz,121,Box Score,OT,"18,306",Vivint Smart Home Arena,
"Tue, Apr 5, 2022",10:00p,New Orleans Pelicans,123,Sacramento Kings,109,Box Score,,"16,047",Golden 1 Center,
"Tue, Apr 5, 2022",10:30p,Los Angeles Lakers,110,Phoenix Suns,121,Box Score,,"17,071",Phoenix Suns Arena,
"Wed, Apr 6, 2022",7:00p,Dallas Mavericks,131,Detroit Pistons,113,Box Score,,"18,422",Little Caesars Arena,
"Wed, Apr 6, 2022",7:30p,Brooklyn Nets,110,New York Knicks,98,Box Score,,"19,812",Madison Square Garden (IV),
"Wed, Apr 6, 2022",8:00p,Washington Wizards,103,Atlanta Hawks,118,Box Score,,"17,381",State Farm Arena,
"Wed, Apr 6, 2022",8:00p,Boston Celtics,117,Chicago Bulls,94,Box Score,,"21,095",United Center,
"Wed, Apr 6, 2022",9:00p,Oklahoma City Thunder,101,Utah Jazz,137,Box Score,,"18,306",Vivint Smart Home Arena,
"Wed, Apr 6, 2022",10:00p,Phoenix Suns,109,Los Angeles Clippers,113,Box Score,,"19,068",Crypto.com Arena,
"Thu, Apr 7, 2022",7:00p,Orlando Magic,101,Charlotte Hornets,128,Box Score,,"16,427",Spectrum Center,
"Thu, Apr 7, 2022",7:30p,Boston Celtics,121,Milwaukee Bucks,127,Box Score,,"18,046",Fiserv Forum,
"Thu, Apr 7, 2022",7:30p,Philadelphia 76ers,114,Toronto Raptors,119,Box Score,,"19,800",Scotiabank Arena,
"Thu, Apr 7, 2022",8:00p,San Antonio Spurs,121,Minnesota Timberwolves,127,Box Score,,"17,136",Target Center,
"Thu, Apr 7, 2022",8:00p,Portland Trail Blazers,94,New Orleans Pelicans,127,Box Score,,"12,432",Smoothie King Center,
"Thu, Apr 7, 2022",9:00p,Memphis Grizzlies,109,Denver Nuggets,122,Box Score,,"19,520",Ball Arena,
"Thu, Apr 7, 2022",10:00p,Los Angeles Lakers,112,Golden State Warriors,128,Box Score,,"18,064",Chase Center,
"Fri, Apr 8, 2022",7:00p,Milwaukee Bucks,131,Detroit Pistons,101,Box Score,,"22,088",Little Caesars Arena,
"Fri, Apr 8, 2022",7:00p,New York Knicks,114,Washington Wizards,92,Box Score,,"19,472",Capital One Arena,
"Fri, Apr 8, 2022",7:30p,Cleveland Cavaliers,107,Brooklyn Nets,118,Box Score,,"18,169",Barclays Center,
"Fri, Apr 8, 2022",7:30p,Houston Rockets,115,Toronto Raptors,117,Box Score,,"19,800",Scotiabank Arena,
"Fri, Apr 8, 2022",8:00p,Charlotte Hornets,133,Chicago Bulls,117,Box Score,,"21,461",United Center,
"Fri, Apr 8, 2022",8:00p,Atlanta Hawks,109,Miami Heat,113,Box Score,,"19,993",FTX Arena,
"Fri, Apr 8, 2022",8:30p,Portland Trail Blazers,78,Dallas Mavericks,128,Box Score,,"20,174",American Airlines Center,
"Fri, Apr 8, 2022",9:30p,Phoenix Suns,111,Utah Jazz,105,Box Score,,"18,306",Vivint Smart Home Arena,
"Fri, Apr 8, 2022",10:30p,Oklahoma City Thunder,101,Los Angeles Lakers,120,Box Score,,"18,997",Crypto.com Arena,
"Sat, Apr 9, 2022",1:00p,Indiana Pacers,120,Philadelphia 76ers,133,Box Score,,"21,171",Wells Fargo Center,
"Sat, Apr 9, 2022",6:00p,New Orleans Pelicans,114,Memphis Grizzlies,141,Box Score,,"17,207",FedEx Forum,
"Sat, Apr 9, 2022",8:30p,Golden State Warriors,100,San Antonio Spurs,94,Box Score,,"18,627",AT&T Center,
"Sat, Apr 9, 2022",9:30p,Sacramento Kings,98,Los Angeles Clippers,117,Box Score,,"17,568",Crypto.com Arena,
"Sun, Apr 10, 2022",3:30p,Indiana Pacers,126,Brooklyn Nets,134,Box Score,,"17,967",Barclays Center,
"Sun, Apr 10, 2022",3:30p,Washington Wizards,108,Charlotte Hornets,124,Box Score,,"18,465",Spectrum Center,
"Sun, Apr 10, 2022",3:30p,Milwaukee Bucks,115,Cleveland Cavaliers,133,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
"Sun, Apr 10, 2022",3:30p,Atlanta Hawks,130,Houston Rockets,114,Box Score,,"18,055",Toyota Center,
"Sun, Apr 10, 2022",7:00p,Boston Celtics,139,Memphis Grizzlies,110,Box Score,,"17,441",FedEx Forum,
"Sun, Apr 10, 2022",7:00p,Toronto Raptors,94,New York Knicks,105,Box Score,,"19,812",Madison Square Garden (IV),
"Sun, Apr 10, 2022",7:00p,Miami Heat,111,Orlando Magic,125,Box Score,,"19,253",Amway Center,
"Sun, Apr 10, 2022",7:00p,Detroit Pistons,106,Philadelphia 76ers,118,Box Score,,"21,459",Wells Fargo Center,
"Sun, Apr 10, 2022",8:30p,Chicago Bulls,124,Minnesota Timberwolves,120,Box Score,,"17,136",Target Center,
"Sun, Apr 10, 2022",9:30p,San Antonio Spurs,120,Dallas Mavericks,130,Box Score,,"20,270",American Airlines Center,
"Sun, Apr 10, 2022",9:30p,Los Angeles Lakers,146,Denver Nuggets,141,Box Score,OT,"19,520",Ball Arena,
"Sun, Apr 10, 2022",9:30p,Oklahoma City Thunder,88,Los Angeles Clippers,138,Box Score,,"18,210",Crypto.com Arena,
"Sun, Apr 10, 2022",9:30p,Golden State Warriors,128,New Orleans Pelicans,107,Box Score,,"16,595",Smoothie King Center,
"Sun, Apr 10, 2022",9:30p,Sacramento Kings,116,Phoenix Suns,109,Box Score,,"17,071",Phoenix Suns Arena,
"Sun, Apr 10, 2022",9:30p,Utah Jazz,111,Portland Trail Blazers,80,Box Score,,"18,123",Moda Center,
"Tue, Apr 12, 2022",7:00p,Cleveland Cavaliers,108,Brooklyn Nets,115,Box Score,,"17,732",Barclays Center,
"Tue, Apr 12, 2022",9:30p,Los Angeles Clippers,104,Minnesota Timberwolves,109,Box Score,,"17,136",Target Center,
"Wed, Apr 13, 2022",7:00p,Charlotte Hornets,103,Atlanta Hawks,132,Box Score,,"18,137",State Farm Arena,
"Wed, Apr 13, 2022",9:30p,San Antonio Spurs,103,New Orleans Pelicans,113,Box Score,,"18,610",Smoothie King Center,
"Fri, Apr 15, 2022",7:30p,Atlanta Hawks,107,Cleveland Cavaliers,101,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
"Fri, Apr 15, 2022",10:00p,New Orleans Pelicans,105,Los Angeles Clippers,101,Box Score,,"19,068",Crypto.com Arena,
"Sat, Apr 16, 2022",1:00p,Utah Jazz,99,Dallas Mavericks,93,Box Score,,"20,013",American Airlines Center,
"Sat, Apr 16, 2022",3:30p,Minnesota Timberwolves,130,Memphis Grizzlies,117,Box Score,,"17,794",FedEx Forum,
"Sat, Apr 16, 2022",6:00p,Toronto Raptors,111,Philadelphia 76ers,131,Box Score,,"20,610",Wells Fargo Center,
"Sat, Apr 16, 2022",8:30p,Denver Nuggets,107,Golden State Warriors,123,Box Score,,"18,064",Chase Center,
"Sun, Apr 17, 2022",1:00p,Atlanta Hawks,91,Miami Heat,115,Box Score,,"19,514",FTX Arena,
"Sun, Apr 17, 2022",3:30p,Brooklyn Nets,114,Boston Celtics,115,Box Score,,"19,156",TD Garden,
"Sun, Apr 17, 2022",6:30p,Chicago Bulls,86,Milwaukee Bucks,93,Box Score,,"17,717",Fiserv Forum,
"Sun, Apr 17, 2022",9:00p,New Orleans Pelicans,99,Phoenix Suns,110,Box Score,,"17,071",Phoenix Suns Arena,
"Mon, Apr 18, 2022",7:30p,Toronto Raptors,97,Philadelphia 76ers,112,Box Score,,"20,974",Wells Fargo Center,
"Mon, Apr 18, 2022",8:30p,Utah Jazz,104,Dallas Mavericks,110,Box Score,,"20,113",American Airlines Center,
"Mon, Apr 18, 2022",10:00p,Denver Nuggets,106,Golden State Warriors,126,Box Score,,"18,064",Chase Center,
"Tue, Apr 19, 2022",7:30p,Atlanta Hawks,105,Miami Heat,115,Box Score,,"19,950",FTX Arena,
"Tue, Apr 19, 2022",8:30p,Minnesota Timberwolves,96,Memphis Grizzlies,124,Box Score,,"17,794",FedEx Forum,
"Tue, Apr 19, 2022",10:00p,New Orleans Pelicans,125,Phoenix Suns,114,Box Score,,"17,071",Phoenix Suns Arena,
"Wed, Apr 20, 2022",7:00p,Brooklyn Nets,107,Boston Celtics,114,Box Score,,"19,156",TD Garden,
"Wed, Apr 20, 2022",8:00p,Philadelphia 76ers,104,Toronto Raptors,101,Box Score,OT,"19,800",Scotiabank Arena,
"Wed, Apr 20, 2022",9:30p,Chicago Bulls,114,Milwaukee Bucks,110,Box Score,,"17,688",Fiserv Forum,
"Thu, Apr 21, 2022",7:30p,Memphis Grizzlies,104,Minnesota Timberwolves,95,Box Score,,"19,634",Target Center,
"Thu, Apr 21, 2022",9:00p,Dallas Mavericks,126,Utah Jazz,118,Box Score,,"18,306",Vivint Smart Home Arena,
"Thu, Apr 21, 2022",10:00p,Golden State Warriors,118,Denver Nuggets,113,Box Score,,"19,627",Ball Arena,
"Fri, Apr 22, 2022",7:45p,Miami Heat,110,Atlanta Hawks,111,Box Score,,"18,421",State Farm Arena,
"Fri, Apr 22, 2022",8:30p,Milwaukee Bucks,111,Chicago Bulls,81,Box Score,,"22,667",United Center,
"Fri, Apr 22, 2022",10:00p,Phoenix Suns,114,New Orleans Pelicans,111,Box Score,,"18,962",Smoothie King Center,
"Sat, Apr 23, 2022",2:00p,Philadelphia 76ers,102,Toronto Raptors,110,Box Score,,"19,800",Scotiabank Arena,
"Sat, Apr 23, 2022",4:30p,Dallas Mavericks,99,Utah Jazz,100,Box Score,,"18,306",Vivint Smart Home Arena,
"Sat, Apr 23, 2022",7:30p,Boston Celtics,109,Brooklyn Nets,103,Box Score,,"18,175",Barclays Center,
"Sat, Apr 23, 2022",10:00p,Memphis Grizzlies,118,Minnesota Timberwolves,119,Box Score,,"19,832",Target Center,
"Sun, Apr 24, 2022",1:00p,Milwaukee Bucks,119,Chicago Bulls,95,Box Score,,"22,020",United Center,
"Sun, Apr 24, 2022",3:30p,Golden State Warriors,121,Denver Nuggets,126,Box Score,,"19,628",Ball Arena,
"Sun, Apr 24, 2022",7:00p,Miami Heat,110,Atlanta Hawks,86,Box Score,,"18,951",State Farm Arena,
"Sun, Apr 24, 2022",9:30p,Phoenix Suns,103,New Orleans Pelicans,118,Box Score,,"18,962",Smoothie King Center,
"Mon, Apr 25, 2022",7:00p,Boston Celtics,116,Brooklyn Nets,112,Box Score,,"18,099",Barclays Center,
"Mon, Apr 25, 2022",8:00p,Toronto Raptors,103,Philadelphia 76ers,88,Box Score,,"20,517",Wells Fargo Center,
"Mon, Apr 25, 2022",9:30p,Utah Jazz,77,Dallas Mavericks,102,Box Score,,"20,577",American Airlines Center,
"Tue, Apr 26, 2022",7:00p,Atlanta Hawks,94,Miami Heat,97,Box Score,,"19,553",FTX Arena,
"Tue, Apr 26, 2022",7:30p,Minnesota Timberwolves,109,Memphis Grizzlies,111,Box Score,,"17,794",FedEx Forum,
"Tue, Apr 26, 2022",10:00p,New Orleans Pelicans,97,Phoenix Suns,112,Box Score,,"17,071",Phoenix Suns Arena,
"Wed, Apr 27, 2022",7:30p,Chicago Bulls,100,Milwaukee Bucks,116,Box Score,,"17,506",Fiserv Forum,
"Wed, Apr 27, 2022",10:00p,Denver Nuggets,98,Golden State Warriors,102,Box Score,,"18,064",Chase Center,
"Thu, Apr 28, 2022",7:00p,Philadelphia 76ers,132,Toronto Raptors,97,Box Score,,"19,800",Scotiabank Arena,
"Thu, Apr 28, 2022",7:30p,Phoenix Suns,115,New Orleans Pelicans,109,Box Score,,"18,710",Smoothie King Center,
"Thu, Apr 28, 2022",10:00p,Dallas Mavericks,98,Utah Jazz,96,Box Score,,"18,306",Vivint Smart Home Arena,
"Fri, Apr 29, 2022",9:00p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,"20,323",Target Center,
"Sun, May 1, 2022",1:00p,Milwaukee Bucks,101,Boston Celtics,89,Box Score,,"19,156",TD Garden,
"Sun, May 1, 2022",3:30p,Golden State Warriors,117,Memphis Grizzlies,116,Box Score,,"17,794",FedEx Forum,
"Mon, May 2, 2022",7:30p,Philadelphia 76ers,92,Miami Heat,106,Box Score,,"19,620",FTX Arena,
"Mon, May 2, 2022",10:00p,Dallas Mavericks,114,Phoenix Suns,121,Box Score,,"17,071",Phoenix Suns Arena,
"Tue, May 3, 2022",7:00p,Milwaukee Bucks,86,Boston Celtics,109,Box Score,,"19,156",TD Garden,
"Tue, May 3, 2022",9:30p,Golden State Warriors,101,Memphis Grizzlies,106,Box Score,,"17,794",FedEx Forum,
"Wed, May 4, 2022",7:30p,Philadelphia 76ers,103,Miami Heat,119,Box Score,,"19,759",FTX Arena,
"Wed, May 4, 2022",10:00p,Dallas Mavericks,109,Phoenix Suns,129,Box Score,,"17,071",Phoenix Suns Arena,
"Fri, May 6, 2022",7:00p,Miami Heat,79,Philadelphia 76ers,99,Box Score,,"21,033",Wells Fargo Center,
"Fri, May 6, 2022",9:30p,Phoenix Suns,94,Dallas Mavericks,103,Box Score,,"20,777",American Airlines Center,
"Sat, May 7, 2022",3:30p,Boston Celtics,101,Milwaukee Bucks,103,Box Score,,"17,736",Fiserv Forum,
"Sat, May 7, 2022",8:30p,Memphis Grizzlies,112,Golden State Warriors,142,Box Score,,"18,064",Chase Center,
"Sun, May 8, 2022",3:30p,Phoenix Suns,101,Dallas Mavericks,111,Box Score,,"20,610",American Airlines Center,
"Sun, May 8, 2022",8:00p,Miami Heat,108,Philadelphia 76ers,116,Box Score,,"21,194",Wells Fargo Center,
"Mon, May 9, 2022",7:30p,Boston Celtics,116,Milwaukee Bucks,108,Box Score,,"17,505",Fiserv Forum,
"Mon, May 9, 2022",10:00p,Memphis Grizzlies,98,Golden State Warriors,101,Box Score,,"18,064",Chase Center,
"Tue, May 10, 2022",7:30p,Philadelphia 76ers,85,Miami Heat,120,Box Score,,"19,868",FTX Arena,
"Tue, May 10, 2022",10:00p,Dallas Mavericks,80,Phoenix Suns,110,Box Score,,"17,071",Phoenix Suns Arena,
"Wed, May 11, 2022",7:00p,Milwaukee Bucks,110,Boston Celtics,107,Box Score,,"19,156",TD Garden,
"Wed, May 11, 2022",9:30p,Golden State Warriors,95,Memphis Grizzlies,134,Box Score,,"17,794",FedEx Forum,
"Thu, May 12, 2022",7:00p,Miami Heat,99,Philadelphia 76ers,90,Box Score,,"21,082",Wells Fargo Center,
"Thu, May 12, 2022",9:30p,Phoenix Suns,86,Dallas Mavericks,113,Box Score,,"20,777",American Airlines Center,
"Fri, May 13, 2022",7:30p,Boston Celtics,108,Milwaukee Bucks,95,Box Score,,"17,681",Fiserv Forum,
"Fri, May 13, 2022",10:00p,Memphis Grizzlies,96,Golden State Warriors,110,Box Score,,"18,064",Chase Center,
"Sun, May 15, 2022",3:30p,Milwaukee Bucks,81,Boston Celtics,109,Box Score,,"19,156",TD Garden,
"Sun, May 15, 2022",8:00p,Dallas Mavericks,123,Phoenix Suns,90,Box Score,,"17,071",Phoenix Suns Arena,
"Tue, May 17, 2022",8:30p,Boston Celtics,107,Miami Heat,118,Box Score,,"19,774",FTX Arena,
"Wed, May 18, 2022",9:00p,Dallas Mavericks,87,Golden State Warriors,112,Box Score,,"18,064",Chase Center,
